Decade,Year,Song,Artist,Genres,Popularity,Duration (min),Explicit,Polarity,Subjectivity,Total Words,Lexical Richness (%),Words per Minute
2020s,2025,Gnarly,KATSEYE,k-pop,88,2.29,True,-0.237,0.73,257,31.13,112.3
2020s,2021,you broke me first,Tate McRae,,85,2.84,True,0.012,0.383,349,31.23,123.01
2020s,2021,MONTERO (Call Me By Your Name),Lil Nas X,,75,2.3,True,-0.015,0.574,405,36.79,176.47
2020s,2023,Lose Control,Teddy Swims,,90,3.51,False,0.042,0.41,322,36.65,91.7
2020s,2023,Dance The Night - From Barbie The Album,Dua Lipa,pop,80,2.94,False,0.0,0.0,0,0.0,0.0
2020s,2025,Gabriela,KATSEYE,k-pop,94,3.29,False,0.069,0.174,326,29.75,99.18
2020s,2019,love nwantiti (ah ah ah),CKay,"afrobeats, afrobeat, afro r&b, afropop",76,2.43,True,0.152,0.587,252,42.06,103.7
2020s,2019,Supalonely,BENEE,,67,3.72,True,-0.216,0.65,430,27.21,115.45
2020s,2022,Bam Bam (feat. Ed Sheeran),Camila Cabello,,72,3.43,False,-0.011,0.336,487,28.13,142.12
2020s,2020,Levitating (feat. DaBaby),Dua Lipa,pop,82,3.38,False,0.0,0.0,493,36.71,145.67
2020s,2022,I Ain't Worried,OneRepublic,soft pop,82,2.47,False,0.241,0.465,274,31.39,110.72
2020s,2024,Beautiful Things,Benson Boone,,89,3.01,False,0.386,0.687,274,39.05,91.18
2020s,2022,ceilings,Lizzy McAlpine,,81,3.05,False,0.304,0.601,212,44.34,69.55
2020s,2021,Oh My God,Adele,soft pop,73,3.75,False,-0.048,0.423,581,19.45,154.83
2020s,2023,My Love Mine All Mine,Mitski,,87,2.3,False,0.3,0.488,144,41.67,62.71
2020s,2023,Water,Tyla,afrobeats,84,3.34,False,0.16,0.486,341,24.63,102.17
2020s,2024,Daylight,David Kushner,,84,3.55,False,-0.056,0.461,348,28.74,98.05
2020s,2020,hot girl bummer,blackbear,,74,3.14,True,-0.38,0.724,537,19.93,171.07
2020s,2021,Ghost,Justin Bieber,,85,2.55,False,0.31,0.379,240,26.25,94.0
2020s,2024,MUTT,Leon Thomas,,73,3.22,True,-0.075,0.379,338,26.63,104.9
2020s,2025,Ordinary,Alex Warren,,91,3.12,False,-0.152,0.469,364,31.87,116.81
2020s,2021,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,,75,3.54,True,0.004,0.385,658,33.89,185.92
2020s,2020,Wonder,Shawn Mendes,,67,2.88,False,0.271,0.687,290,28.97,100.76
2020s,2022,SNAP,Rosa Linn,,81,2.99,False,0.233,0.31,271,35.79,90.56
2020s,2022,Doja,Central Cee,"uk drill, drill, uk grime",78,1.62,True,0.247,0.436,347,42.36,213.78
2020s,2020,Blinding Lights,The Weeknd,,90,3.33,False,0.032,0.512,291,32.65,87.28
