"kepid","kepoi_name","kepler_name","ra","ra_err","ra_str","dec","dec_err","dec_str","koi_gmag","koi_gmag_err","koi_rmag","koi_rmag_err","koi_imag","koi_imag_err","koi_zmag","koi_zmag_err","koi_jmag","koi_jmag_err","koi_hmag","koi_hmag_err","koi_kmag","koi_kmag_err","koi_kepmag","koi_kepmag_err","koi_delivname","koi_vet_stat","koi_quarters","koi_disposition","koi_pdisposition","koi_count","koi_num_transits","koi_max_sngle_ev","koi_max_mult_ev","koi_bin_oedp_sig","koi_limbdark_mod","koi_ldm_coeff4","koi_ldm_coeff3","koi_ldm_coeff2","koi_ldm_coeff1","koi_trans_mod","koi_model_snr","koi_model_dof","koi_model_chisq","koi_time0bk","koi_time0bk_err1","koi_time0bk_err2","koi_eccen","koi_eccen_err1","koi_eccen_err2","koi_longp","koi_longp_err1","koi_longp_err2","koi_prad","koi_prad_err1","koi_prad_err2","koi_sma","koi_sma_err1","koi_sma_err2","koi_impact","koi_impact_err1","koi_impact_err2","koi_duration","koi_duration_err1","koi_duration_err2","koi_ingress","koi_ingress_err1","koi_ingress_err2","koi_depth","koi_depth_err1","koi_depth_err2","koi_period","koi_period_err1","koi_period_err2","koi_ror","koi_ror_err1","koi_ror_err2","koi_dor","koi_dor_err1","koi_dor_err2","koi_incl","koi_incl_err1","koi_incl_err2","koi_teq","koi_teq_err1","koi_teq_err2","koi_steff","koi_steff_err1","koi_steff_err2","koi_slogg","koi_slogg_err1","koi_slogg_err2","koi_smet","koi_smet_err1","koi_smet_err2","koi_srad","koi_srad_err1","koi_srad_err2","koi_smass","koi_smass_err1","koi_smass_err2","koi_sage","koi_sage_err1","koi_sage_err2","koi_sparprov","koi_fwm_stat_sig","koi_fwm_sra","koi_fwm_sra_err","koi_fwm_sdec","koi_fwm_sdec_err","koi_fwm_srao","koi_fwm_srao_err","koi_fwm_sdeco","koi_fwm_sdeco_err","koi_fwm_prao","koi_fwm_prao_err","koi_fwm_pdeco","koi_fwm_pdeco_err","koi_dicco_mra","koi_dicco_mra_err","koi_dicco_mdec","koi_dicco_mdec_err","koi_dicco_msky","koi_dicco_msky_err","koi_dikco_mra","koi_dikco_mra_err","koi_dikco_mdec","koi_dikco_mdec_err","koi_dikco_msky","koi_dikco_msky_err","koi_comment","koi_vet_date","koi_tce_plnt_num","koi_tce_delivname","koi_datalink_dvs","koi_disp_prov","koi_parm_prov","koi_time0","koi_time0_err1","koi_time0_err2","koi_datalink_dvr","koi_fpflag_nt","koi_fpflag_ss","koi_fpflag_co","koi_fpflag_ec","koi_insol","koi_insol_err1","koi_insol_err2","koi_srho","koi_srho_err1","koi_srho_err2","koi_fittype","koi_score"
2438490,"K03699.01",NA,290.32596,0,"19h21m18.23s",37.76152,0,"+37d45m41.5s",18.464,NA,17.717,NA,17.475,NA,17.281,NA,16.156,0.106,15.298,NA,15.716,NA,17.772,NA,"q1_q17_dr25_koi","Done","00000111100000000000000000000000","FALSE POSITIVE","FALSE POSITIVE",1,101,57.82246,356.52017,0.0453,"Claret (2011 A&A 529 75) ATLAS LS",0,0,0.2396,0.4415,"Mandel and Agol (2002 ApJ 580 171)",124.6,NA,NA,131.53883,0.00249,-0.00249,0,NA,NA,NA,NA,NA,27.77,6.51,-3.27,0.0415,NA,NA,0.633,0.021,-0.025,4.2349,0.0588,-0.0588,NA,NA,NA,94567,1158,-1158,3.31577795,1.292e-05,-1.292e-05,0.299531,0.002771,-0.004833,6.849,0.401,-0.401,84.7,NA,NA,1104,NA,NA,5528,182,-182,4.516,0.063,-0.147,-0.14,0.3,-0.3,0.849,0.199,-0.1,0.864,0.102,-0.083,NA,NA,NA,"q1_q17_dr25_stellar",0,19.35505889,1.9e-07,37.7613144,1.8e-06,-0.1885,0.0083,-0.7403,0.0066,-0.03,0.15,0,0.19,0.65,0.58,1.98,0.74,2.08,0.72,0.118,0.073,0.02,0.11,0.12,0.075,"SWEET_EB---MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE---CENT_KIC_POS",2017-08-31,1,"q1_q17_dr25_tce","002/002438/002438490/dv/kplr002438490-001-20160209194854_dvs.pdf","q1_q17_dr25_koi","q1_q17_dr25_koi",2454964.539,0.00249,-0.00249,"002/002438/002438490/dv/kplr002438490-20160209194854_dvr.pdf",0,1,0,0,349.78,256.93,-111.66,0.55284,0.03234,-0.03816,"LS+MCMC",0.009
3838496,"K03700.01",NA,287.75238,0,"19h11m00.57s",38.929794,0,"+38d55m47.3s",18.616,NA,17.866,NA,17.592,NA,NA,NA,16.578,0.114,16.152,0.212,16.224,NA,17.9,NA,"q1_q17_dr25_koi","Done","00000000011111111000000000000000","FALSE POSITIVE","FALSE POSITIVE",1,210,154.28685,1437.7357,-1,"Claret (2011 A&A 529 75) ATLAS LS",0,0,0.2622,0.4035,"Mandel and Agol (2002 ApJ 580 171)",541.7,NA,NA,133.110629,0.000877,-0.000877,0,NA,NA,NA,NA,NA,89.85,0,0,0.0407,NA,NA,1.117,0.103,-0.123,7.8462,0.0338,-0.0338,NA,NA,NA,216437,523,-523,2.990252395,2.332e-06,-2.332e-06,0.822802,0.091014,-0.098905,4.42,0.404,-0.404,75.36,NA,NA,1264,NA,NA,5780,NA,NA,4.438,NA,NA,0,0,0,1,NA,NA,1,NA,NA,NA,NA,NA,"Solar",0,19.18344307,2e-07,38.9297848,1.1e-06,-2.0511,0.0086,-0.0332,0.004,-0.36,0.55,0.02,0.71,10.235,0.08,0.756,0.077,10.263,0.08,0.033,0.072,-0.353,0.076,0.355,0.077,"MOD_ODDEVEN_DV---MOD_ODDEVEN_ALT---DEEP_V_SHAPED---CENT_KIC_POS",2017-08-31,1,"q1_q17_dr25_tce","003/003838/003838496/dv/kplr003838496-001-20160209194854_dvs.pdf","q1_q17_dr25_koi","q1_q17_dr25_koi",2454966.111,0.000877,-0.000877,"003/003838/003838496/dv/kplr003838496-20160209194854_dvr.pdf",0,1,0,0,603.02,0,0,0.18272,0.0167,-0.01786,"LS+MCMC",0
6470521,"K03701.01",NA,299.02432,0,"19h56m05.84s",41.823719,0,"+41d49m25.4s",14.244,NA,13.826,NA,13.692,NA,13.672,NA,12.859,0.021,12.606,0.025,12.533,0.02,13.858,NA,"q1_q17_dr25_koi","Done","11111111111111111000000000000000","FALSE POSITIVE","FALSE POSITIVE",1,645,167.78061,1472.018,0.8024,"Claret (2011 A&A 529 75) ATLAS LS",0,0,0.3103,0.2947,"Mandel and Agol (2002 ApJ 580 171)",289.1,NA,NA,131.827041,0.00062,-0.00062,0,NA,NA,NA,NA,NA,510.48,177.4,-59.31,0.0334,NA,NA,5.106,1.31,-0.013,7.708,0.0307,-0.0307,NA,NA,NA,6861.2,28.4,-28.4,2.08043378,1.521e-06,-1.521e-06,4.177551,1.312405,-0.012073,5.43,2.4,-2.4,19.79,NA,NA,1629,NA,NA,6377,173,-211,4.399,0.072,-0.217,-0.1,0.25,-0.3,1.119,0.389,-0.13,1.147,0.172,-0.157,NA,NA,NA,"q1_q17_dr25_stellar",NA,19.93466529,4.9e-07,41.8127837,9.3e-06,-11.646,0.02,-39.371,0.033,0.084,0.041,NA,NA,-2.231,0.069,-6.237,0.073,6.624,0.075,-2.197,0.068,-6.296,0.07,6.669,0.071,"MOD_SEC_DV---MOD_SEC_ALT---MOD_ODDEVEN_DV---DEEP_V_SHAPED---HAS_SEC_TCE---CENT_RESOLVED_OFFSET---EPHEM_MATCH",2017-08-31,1,"q1_q17_dr25_tce","006/006470/006470521/dv/kplr006470521-001-20160209194854_dvs.pdf","q1_q17_dr25_koi","q1_q17_dr25_koi",2454964.827,0.00062,-0.00062,"006/006470/006470521/dv/kplr006470521-20160209194854_dvr.pdf",0,1,1,1,1661.27,1696.75,-526.99,0.69851,0.61982,-0.0336,"LS+MCMC",0
12009347,"K03792.01",NA,289.34863,0,"19h17m23.67s",50.482861,0,"+50d28m58.3s",16.718,NA,15.579,NA,15.065,NA,14.761,NA,13.56,0.029,12.952,0.032,12.813,0.03,15.561,NA,"q1_q17_dr25_koi","Done","11111111111111111000000000000000","FALSE POSITIVE","FALSE POSITIVE",1,244,29.123955,170.29684,0.0025,"Claret (2011 A&A 529 75) ATLAS LS",0,0,0.0604,0.696,"Mandel and Agol (2002 ApJ 580 171)",23.8,NA,NA,133.57632,0.00179,-0.00179,0,NA,NA,NA,NA,NA,7.13,0.2,-0.58,0.0344,NA,NA,0.913,0.021,-0.673,1.4313,0.0782,-0.0782,NA,NA,NA,5497,293,-293,2.723858181,5.62e-06,-5.62e-06,0.089031,0.008139,-0.021974,8.67,4.2,-4.2,83.95,NA,NA,900,NA,NA,4416,132,-132,4.57,0.056,-0.016,0.4,0.05,-0.3,0.733,0.021,-0.059,0.728,0.037,-0.046,NA,NA,NA,"q1_q17_dr25_stellar",0,19.2899148,2e-06,50.482911,1.8e-05,0.234,0.069,0.185,0.065,-0.0041,0.0013,-0.002,0.002,0.038,0.073,0.063,0.071,0.074,0.074,0.102,0.073,0.391,0.073,0.404,0.075,"MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE",2017-08-31,1,"q1_q17_dr25_tce","012/012009/012009347/dv/kplr012009347-001-20160209194854_dvs.pdf","q1_q17_dr25_koi","q1_q17_dr25_koi",2454966.576,0.00179,-0.00179,"012/012009/012009347/dv/kplr012009347-20160209194854_dvr.pdf",0,1,0,0,154.53,29.43,-38.81,1.66376,16.26437,-0.67858,"LS+MCMC",0
1571511,"K00362.01",NA,290.99692,0,"19h23m59.26s",37.199219,0,"+37d11m57.2s",13.855,NA,13.377,NA,13.24,NA,13.195,NA,12.334,0.021,12.041,0.023,11.987,0.02,13.424,NA,"q1_q17_dr25_koi","Done","11111111111111111000000000000000","FALSE POSITIVE","FALSE POSITIVE",1,100,344.35812,2487.4944,0.0578,"Claret (2011 A&A 529 75) ATLAS LS",0,0,0.2889,0.3511,"Mandel and Agol (2002 ApJ 580 171)",2707.7,NA,NA,177.5952096,6.65e-05,-6.65e-05,0,NA,NA,NA,NA,NA,14.93,4.59,-1.98,0.1143,NA,NA,0.189,0.013,-0.017,8.08619,0.00571,-0.00571,NA,NA,NA,20082.9,9,-9,14.022451457,1.166e-06,-1.166e-06,0.130221,5.9e-05,-0.000109,14.778,0.128,-0.128,89.27,NA,NA,810,NA,NA,6061,162,-180,4.401,0.09,-0.195,-0.14,0.3,-0.3,1.05,0.323,-0.139,1.012,0.143,-0.117,NA,NA,NA,"q1_q17_dr25_stellar",0.014,19.399795527,9.3e-08,37.1990208,1.3e-06,0.0657,0.004,-0.7173,0.0045,-0.00012,0.00057,1e-04,0.00071,-0.005,0.067,0.003,0.067,0.006,0.067,-0.027,0.068,-0.042,0.067,0.05,0.068,"MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE",2017-08-31,1,"q1_q17_dr25_tce","001/001571/001571511/dv/kplr001571511-001-20160209194854_dvs.pdf","q1_q17_dr25_koi","q1_q17_dr25_koi",2455010.595,6.65e-05,-6.65e-05,"001/001571/001571511/dv/kplr001571511-20160209194854_dvr.pdf",0,1,0,0,101.92,91.75,-33.91,0.31052,0.00269,-0.00269,"LS+MCMC",0.004
4037163,"K03793.01",NA,285.08014,0,"19h00m19.23s",39.183899,0,"+39d11m02.0s",17.899,NA,16.66,NA,16.149,NA,NA,NA,15.651,0.179,14.988,0.063,14.811,0.19,16.675,NA,"q1_q17_dr25_koi","Done","00000000011111111000000000000000","FALSE POSITIVE","FALSE POSITIVE",1,978,113.846985,1293.5813,-1,"Claret (2011 A&A 529 75) ATLAS LS",0,0,0.2622,0.4035,"Mandel and Agol (2002 ApJ 580 171)",317.1,NA,NA,131.966607,0.000462,-0.000462,0,NA,NA,NA,NA,NA,56.3,0,0,0.0145,NA,NA,0.872,0.073,-0.062,1.9827,0.0101,-0.0101,NA,NA,NA,147609,584,-584,0.635441862,2.59e-07,-2.59e-07,0.515605,0.048916,-0.045013,3.24,0.13,-0.13,74.39,NA,NA,2118,NA,NA,5780,NA,NA,4.438,NA,NA,0,0,0,1,NA,NA,1,NA,NA,NA,NA,NA,"Solar",0,19.005343837,3.4e-08,39.18287641,6.3e-07,0.0434,0.0014,-3.6849,0.0023,0,0.39,-0.1,0.5,-0.47,0.11,7.13,0.13,7.14,0.13,-0.007,0.069,0.375,0.079,0.375,0.079,"SAME_NTL_PERIOD---CENT_NOFITS",2017-08-31,2,"q1_q17_dr25_tce","004/004037/004037163/dv/kplr004037163-002-20160209194854_dvs.pdf","q1_q17_dr25_koi","q1_q17_dr25_koi",2454964.967,0.000462,-0.000462,"004/004037/004037163/dv/kplr004037163-20160209194854_dvr.pdf",1,0,0,0,4750.98,0,0,1.59413,0.06379,-0.07616,"LS+MCMC",0
12557548,"K03794.01","Kepler-1520 b",290.96622,0,"19h23m51.89s",51.504719,0,"+51d30m17.0s",16.693,NA,15.614,NA,15.264,NA,15.085,NA,14.021,0.035,13.433,0.035,13.319,0.035,15.692,NA,"q1_q17_dr25_koi","Done","11111111111111111000000000000000","CONFIRMED","CANDIDATE",1,2040,17.320908,156.91629,0.7783,"Claret (2011 A&A 529 75) ATLAS LS",0,0,0.0775,0.666,"Mandel and Agol (2002 ApJ 580 171)",217.4,NA,NA,132.058957,0.000206,-0.000206,0,NA,NA,NA,NA,NA,22.95,1.88,-1.88,0.0129,NA,NA,1.226,1.048,-0.08,1.63,0.0124,-0.0124,NA,NA,NA,4595.9,26.7,-26.7,0.65355361,1.65e-07,-1.65e-07,0.318427,1.023676,-0.073893,1.947,0.888,-0.888,50.98,NA,NA,1437,NA,NA,4550,136,-136,4.622,0.042,-0.032,-0.18,0.3,-0.3,0.66,0.054,-0.054,0.666,0.067,-0.055,NA,NA,NA,"q1_q17_dr25_stellar",0.001,19.3977496,1.7e-06,51.504994,1.5e-05,0.055,0.056,0.986,0.052,-0.00072,0.00039,-7e-05,0.00056,0.005,0.069,-0.023,0.072,0.024,0.072,-0.048,0.07,0.191,0.082,0.197,0.082,"NO_COMMENT",2017-08-31,1,"q1_q17_dr25_tce","012/012557/012557548/dv/kplr012557548-001-20160209194854_dvs.pdf","q1_q17_dr25_koi","q1_q17_dr25_koi",2454965.059,0.000206,-0.000206,"012/012557/012557548/dv/kplr012557548-20160209194854_dvr.pdf",0,0,0,0,1004.07,317.94,-254.34,0.32692,0.74544,-0.03418,"LS+MCMC",0.761
3338660,"K03795.01",NA,290.47421,0,"19h21m53.81s",38.427368,0,"+38d25m38.5s",15.261,NA,14.758,NA,14.612,NA,14.52,NA,13.37,0.029,12.985,0.023,12.928,0.033,14.807,NA,"q1_q17_dr25_koi","Done","00000001111111111000000000000000","FALSE POSITIVE","FALSE POSITIVE",1,422,1740.5138,8548.616,-1,"Claret (2011 A&A 529 75) ATLAS LS",0,0,0.2916,0.3447,"Mandel and Agol (2002 ApJ 580 171)",1513.7,NA,NA,131.795634,0.000292,-0.000292,0,NA,NA,NA,NA,NA,89.79,24.99,-20.47,0.0294,NA,NA,0.27,0.003,-0.007,10.1083,0.0113,-0.0113,NA,NA,NA,538716,750,-750,1.873380717,5.21e-07,-5.21e-07,0.702166,0.000907,-0.001205,2.60349,0.00766,-0.00766,84.05,NA,NA,1669,NA,NA,5992,189,-210,4.283,0.19,-0.19,-0.22,0.3,-0.3,1.171,0.326,-0.267,0.96,0.145,-0.109,NA,NA,NA,"q1_q17_dr25_stellar",0,19.365035677,2.4e-08,38.42706156,1.2e-07,3.764,0.001,-1.11037,0.00043,1.19,0.49,-0.27,0.63,-6.91,0.18,1.82,0.15,7.15,0.18,-0.073,0.071,0.093,0.067,0.118,0.069,"SWEET_EB---MOD_SEC_ALT---CENT_NOFITS",2017-08-31,1,"q1_q17_dr25_tce","003/003338/003338660/dv/kplr003338660-001-20160209194854_dvs.pdf","q1_q17_dr25_koi","q1_q17_dr25_koi",2454964.796,0.000292,-0.000292,"003/003338/003338660/dv/kplr003338660-20160209194854_dvr.pdf",0,1,0,0,1830.27,1556.55,-884.55,0.09512,0.00028,-0.00025,"LS+MCMC",0
3338674,"K03796.01",NA,290.47714,0,"19h21m54.51s",38.42691,0,"+38d25m36.9s",13.611,NA,12.66,NA,12.321,NA,12.091,NA,10.935,0.022,10.375,0.016,10.253,0.018,12.708,NA,"q1_q17_dr25_koi","Done","11111111111111111000000000000000","FALSE POSITIVE","FALSE POSITIVE",1,725,81.88258,706.30725,0.9758,"Claret (2011 A&A 529 75) ATLAS LS",0,0,0.1313,0.6056,"Mandel and Agol (2002 ApJ 580 171)",223.1,NA,NA,131.796393,0.000953,-0.000953,0,NA,NA,NA,NA,NA,51.11,15.65,-6.71,0.0292,NA,NA,0.883,0.002,-0.003,9.1328,0.0663,-0.0663,NA,NA,NA,5444,30.4,-30.4,1.87337894,2.121e-06,-2.121e-06,0.081812,0.000311,-0.000451,1.3713,0.0217,-0.0217,49.91,NA,NA,2925,NA,NA,4740,78,-50,2.9,0.14,-0.14,-0.1,0.15,-0.1,5.721,1.752,-0.751,0.949,0.348,-0.039,NA,NA,NA,"q1_q17_dr25_stellar",NA,19.3630535,3e-06,38.4319355,9.6e-06,-88.35,0.13,18.092,0.035,0.3048,0.00046,NA,NA,-8.127,0.068,1.863,0.068,8.338,0.068,-8.334,0.069,1.752,0.067,8.516,0.069,"MOD_SEC_DV---MOD_SEC_ALT---MOD_ODDEVEN_DV---HAS_SEC_TCE---SEASONAL_DEPTH_DV---SEASONAL_DEPTH_ALT---CENT_RESOLVED_OFFSET---EPHEM_MATCH",2017-08-31,1,"q1_q17_dr25_tce","003/003338/003338674/dv/kplr003338674-001-20160209194854_dvs.pdf","q1_q17_dr25_koi","q1_q17_dr25_koi",2454964.796,0.000953,-0.000953,"003/003338/003338674/dv/kplr003338674-20160209194854_dvr.pdf",0,1,1,1,17342.01,14244.33,-4797.71,0.0139,0.00022,-0.00021,"LS+MCMC",0
5546277,"K03797.01",NA,295.36914,0,"19h41m28.59s",40.787121,0,"+40d47m13.6s",14.083,NA,13.545,NA,13.407,NA,13.341,NA,12.476,0.021,12.163,0.022,12.11,0.022,13.61,NA,"q1_q17_dr25_koi","Done","11111011101110111000000000000000","FALSE POSITIVE","FALSE POSITIVE",1,143,21.286016,33.801666,0.4688,"Claret (2011 A&A 529 75) ATLAS LS",0,0,0.2622,0.4035,"Mandel and Agol (2002 ApJ 580 171)",29,NA,NA,137.38848,0.00212,-0.00212,0,NA,NA,NA,NA,NA,21.06,6.37,-1.99,0.0754,NA,NA,1.194,37.41,-0.191,2.916,0.119,-0.119,NA,NA,NA,273.2,11.2,-11.2,7.50023955,2.03e-05,-2.03e-05,0.209878,37.41074,-0.177668,4.08,2,-2,72.99,NA,NA,901,NA,NA,5849,140,-175,4.517,0.037,-0.2,-0.02,0.25,-0.3,0.919,0.278,-0.087,1.014,0.116,-0.127,NA,NA,NA,"q1_q17_dr25_stellar",0,19.691687,1.1e-05,40.76413,0.00013,16.82,0.44,-82.77,0.48,-0.003746,9.6e-05,0.0179,1e-04,1.501,0.069,-7.958,0.071,8.098,0.072,1.415,0.071,-7.922,0.072,8.047,0.073,"MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_RESOLVED_OFFSET",2017-08-31,1,"q1_q17_dr25_tce","005/005546/005546277/dv/kplr005546277-001-20160209194854_dvs.pdf","q1_q17_dr25_koi","q1_q17_dr25_koi",2454970.388,0.00212,-0.00212,"005/005546/005546277/dv/kplr005546277-20160209194854_dvr.pdf",0,1,1,0,155.6,134.58,-42.65,0.02282,23.28529,-0.00719,"LS+MCMC",0
11760860,"K03892.01","Kepler-1525 b",290.55951,0,"19h22m14.28s",49.943008,0,"+49d56m34.8s",13.189,NA,12.667,NA,12.543,NA,12.516,NA,11.572,0.023,11.28,0.03,11.193,0.026,12.737,NA,"q1_q17_dr25_koi","Done","11111111111111111000000000000000","CONFIRMED","CANDIDATE",1,558,4.1885123,26.65567,0.4768,"Claret (2011 A&A 529 75) ATLAS LS",0,0,0.2514,0.4282,"Mandel and Agol (2002 ApJ 580 171)",33.7,NA,NA,131.53713,0.00178,-0.00178,0,NA,NA,NA,NA,NA,0.92,0.15,-0.06,0.036,NA,NA,0.035,0.406,-0.035,1.9699,0.0554,-0.0554,NA,NA,NA,83.6,2.9,-2.9,2.41660149,5.23e-06,-5.23e-06,0.008255,0.000272,-0.00022,9.461,0.251,-0.251,89.79,NA,NA,1343,NA,NA,5705,103,-125,4.444,0.04,-0.128,0.34,0.1,-0.15,1.026,0.159,-0.068,1.069,0.053,-0.066,NA,NA,NA,"q1_q17_dr25_stellar",0.163,19.3706403,9.4e-06,49.94286,0.00011,0.22,0.33,-0.52,0.4,-2e-05,2.8e-05,3e-05,3.4e-05,0.2,0.52,0.03,0.41,0.2,0.52,0.16,0.32,-0.23,0.56,0.28,0.52,"NO_COMMENT",2017-08-31,1,"q1_q17_dr25_tce","011/011760/011760860/dv/kplr011760860-001-20160209194854_dvs.pdf","q1_q17_dr25_koi","q1_q17_dr25_koi",2454964.537,0.00178,-0.00178,"011/011760/011760860/dv/kplr011760860-20160209194854_dvr.pdf",0,0,0,0,770.05,333.38,-155.62,2.74357,0.0728,-1.03789,"LS+MCMC",1
5652983,"K00371.01",NA,299.67615,0,"19h58m42.28s",40.856491,0,"+40d51m23.4s",12.888,NA,12.17,NA,11.895,NA,11.765,NA,10.723,0.021,10.29,0.022,10.17,0.017,12.193,NA,"q1_q17_dr25_koi","Done","11111111111111111000000000000000","FALSE POSITIVE","FALSE POSITIVE",1,3,26.717209,42.033096,0.2353,"Claret (2011 A&A 529 75) ATLAS LS",0,0,0.2038,0.5029,"Mandel and Agol (2002 ApJ 580 171)",49.7,NA,NA,244.08166,0.00262,-0.00262,0,NA,NA,NA,NA,NA,17.14,0.69,-1.59,1.3893,NA,NA,0.959,0.333,-0.024,6.135,0.168,-0.168,NA,NA,NA,1590,39.2,-39.2,498.391282,0.002024,-0.002024,0.05053,0.293876,-0.005793,267,124,-124,89.79,NA,NA,339,NA,NA,5134,68,-98,3.611,0.02,-0.014,0.08,0.15,-0.2,3.107,0.124,-0.289,1.438,0.103,-0.241,NA,NA,NA,"q1_q17_dr25_stellar",0.001,19.9784177,4.8e-06,40.856432,5.8e-05,0.32,0.2,-0.21,0.21,-0.00064,0.00048,0.00041,0.00057,0.22,0.12,0.13,0.46,0.26,0.25,0.32,0.11,0.24,0.44,0.4,0.28,"INDIV_TRANS_SKYE",2017-08-31,1,"q1_q17_dr25_tce","005/005652/005652983/dv/kplr005652983-001-20160209194854_dvs.pdf","q1_q17_dr25_koi","q1_q17_dr25_koi",2455077.082,0.00262,-0.00262,"005/005652/005652983/dv/kplr005652983-20160209194854_dvr.pdf",1,0,0,0,3.11,0.43,-0.74,1.44533,1.34547,-0.64966,"LS+MCMC",0
3728432,"K03893.01","Kepler-1526 b",285.11969,0,"19h00m28.73s",38.866421,0,"+38d51m59.1s",16.667,NA,15.607,NA,15.208,NA,15,NA,13.928,0.024,13.291,0.025,13.208,0.03,15.646,NA,"q1_q17_dr25_koi","Done","11111111111111111000000000000000","CONFIRMED","CANDIDATE",1,342,4.901732,31.945244,0.242,"Claret (2011 A&A 529 75) ATLAS LS",0,0,0.0775,0.666,"Mandel and Agol (2002 ApJ 580 171)",36.6,NA,NA,133.92971,0.00147,-0.00147,0,NA,NA,NA,NA,NA,1.86,0.13,-0.18,0.0418,NA,NA,0.111,0.335,-0.111,1.7704,0.0508,-0.0508,NA,NA,NA,867.2,27.7,-27.7,3.90863457,7.248e-06,-7.248e-06,0.026067,0.001087,-0.000593,17.21,1.4,-1.4,89.63,NA,NA,787,NA,NA,4518,121,-134,4.613,0.052,-0.024,-0.24,0.3,-0.3,0.653,0.046,-0.063,0.639,0.07,-0.051,NA,NA,NA,"q1_q17_dr25_stellar",0.854,19.0079731,9.6e-06,38.86634,0.00012,-0.29,0.4,-0.27,0.42,-1e-04,0.00035,-7e-05,0.00036,0.1,0.13,0.03,0.13,0.11,0.13,0.18,0.13,0.12,0.17,0.22,0.16,"NO_COMMENT",2017-08-31,1,"q1_q17_dr25_tce","003/003728/003728432/dv/kplr003728432-001-20160209194854_dvs.pdf","q1_q17_dr25_koi","q1_q17_dr25_koi",2454966.93,0.00147,-0.00147,"003/003728/003728432/dv/kplr003728432-20160209194854_dvr.pdf",0,0,0,0,91.01,24.9,-25.15,6.31698,0.50064,-2.38174,"LS+MCMC",1
5473535,"K03894.01",NA,298.14502,0,"19h52m34.80s",40.69809,0,"+40d41m53.1s",14.948,NA,14.524,NA,14.416,NA,14.332,NA,13.543,0.026,13.189,0.028,13.167,0.033,14.576,NA,"q1_q17_dr25_koi","Done","11111111111111111000000000000000","FALSE POSITIVE","FALSE POSITIVE",1,802,3.7891088,30.03405,0.764,"Claret (2011 A&A 529 75) ATLAS LS",0,0,0.3124,0.2859,"Mandel and Agol (2002 ApJ 580 171)",33.4,NA,NA,131.67166,0.0019,-0.0019,0,NA,NA,NA,NA,NA,23.42,7.39,-2.47,0.0285,NA,NA,1.186,6.5,-0.139,2.3135,0.0984,-0.0984,NA,NA,NA,316.4,11.4,-11.4,1.673662758,3.796e-06,-3.796e-06,0.203697,6.498641,-0.133326,1.641,0.818,-0.818,43.69,NA,NA,1729,NA,NA,6444,155,-222,4.433,0.065,-0.195,-0.3,0.25,-0.3,1.053,0.332,-0.111,1.094,0.152,-0.137,NA,NA,NA,"q1_q17_dr25_stellar",0,19.876289,1.4e-05,40.69819,0.00015,-1.83,0.56,0.35,0.54,0.00057,0.00016,-0.00013,0.00015,-3.49,0.11,0.88,0.18,3.6,0.13,-3.38,0.11,0.85,0.18,3.48,0.13,"MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_UNRESOLVED_OFFSET",2017-08-31,1,"q1_q17_dr25_tce","005/005473/005473535/dv/kplr005473535-001-20160209194854_dvs.pdf","q1_q17_dr25_koi","q1_q17_dr25_koi",2454964.672,0.0019,-0.0019,"005/005473/005473535/dv/kplr005473535-20160209194854_dvr.pdf",0,1,1,0,2106.67,1901.35,-641.32,0.02982,3.53873,-0.00476,"LS+MCMC",0
12106934,"K03895.01",NA,289.17267,0,"19h16m41.44s",50.630558,0,"+50d37m50.0s",18.885,NA,18.326,NA,18.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.358,NA,"q1_q17_dr25_koi","Done","00000000011011101000000000000000","FALSE POSITIVE","FALSE POSITIVE",1,82,9.089837,46.517216,0.787,"Claret (2011 A&A 529 75) ATLAS LS",0,0,0.2622,0.4035,"Mandel and Agol (2002 ApJ 580 171)",56.3,NA,NA,135.95682,0.00672,-0.00672,0,NA,NA,NA,NA,NA,594.32,0,0,0.0643,NA,NA,6.282,2.824,-4.245,5.355,0.106,-0.106,NA,NA,NA,25450,504,-504,5.93717724,3.607e-05,-3.607e-05,5.442474,2.824568,-4.225529,13.66,6.8,-6.8,62.62,NA,NA,1005,NA,NA,5780,NA,NA,4.438,NA,NA,0,0,0,1,NA,NA,1,NA,NA,NA,NA,NA,"Solar",0,19.2781281,1.1e-06,50.629591,1.9e-05,-1.695,0.039,-3.481,0.069,-0.011,0.041,-0.038,0.065,5.32,0.36,10.01,0.45,11.34,0.39,-0.2,0.35,-0.23,0.52,0.31,0.39,"MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_FEW_DIFFS---HALO_GHOST",2017-08-31,1,"q1_q17_dr25_tce","012/012106/012106934/dv/kplr012106934-001-20160209194854_dvs.pdf","q1_q17_dr25_koi","q1_q17_dr25_koi",2454968.957,0.00672,-0.00672,"012/012106/012106934/dv/kplr012106934-20160209194854_dvr.pdf",0,1,1,0,241.6,0,0,1.36751,2.03937,-0.12198,"LS+MCMC",0
